road,frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,Delay,delay ratio,Traffic level,Day,Hour,minute,latitude,longitude
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,18,30,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,18,30,19.25,72.98
4.0,3.0,6,10,6,3,1.0,3,1.0,0,27,18,30,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,18,30,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,18,30,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,18,30,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,18,30,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,18,30,19.045,73.015
19.0,3.0,15,19,1000,789,0.947993,211,0.2674271229404309,2,27,18,30,19.06,72.885
19.0,3.0,25,30,555,462,0.985374,93,0.2012987012987013,2,27,18,30,18.98,73.11
14.0,3.0,6,10,6,3,1.0,3,1.0,0,27,18,30,19.2183,72.9781
14.0,3.0,16,20,193,154,0.75,39,0.2532467532467532,2,27,18,30,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,18,30,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,18,30,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,18,30,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,18,30,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,18,30,19.22,73.0
16.0,1.0,20,27,3089,2288,0.994994,801,0.3500874125874126,2,27,18,30,19.24,73.13
16.0,3.0,14,18,1241,965,0.852081,276,0.2860103626943005,2,27,18,30,19.22,73.1
12.0,3.0,26,34,1301,995,0.894258,306,0.3075376884422111,2,27,18,30,18.65,72.87
12.0,3.0,11,19,975,564,0.757984,411,0.7287234042553191,0,27,18,30,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,18,49,19.25,73.05
18.0,3.0,18,23,243,190,1.0,53,0.2789473684210526,2,27,18,49,19.25,72.98
4.0,3.0,6,11,6,3,1.0,3,1.0,0,27,18,49,19.2183,72.9781
4.0,3.0,14,19,201,148,0.94,53,0.3581081081081081,2,27,18,49,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,18,49,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,18,49,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,18,49,19.18,73.01
20.0,3.0,18,20,245,220,0.834583,25,0.11363636363636363,1,27,18,49,19.045,73.015
19.0,3.0,14,18,1072,833,0.973116,239,0.28691476590636256,2,27,18,49,19.06,72.885
19.0,3.0,26,31,534,447,0.98828,87,0.19463087248322147,2,27,18,49,18.98,73.11
14.0,3.0,6,11,6,3,1.0,3,1.0,0,27,18,49,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,18,49,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,18,49,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,18,49,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,18,49,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,18,49,19.3,73.13
10.0,0.0,24,29,1667,1379,0.999135,288,0.2088469905728789,2,27,18,49,19.22,73.0
16.0,1.0,21,27,2942,2288,0.995537,654,0.28583916083916083,2,27,18,49,19.24,73.13
16.0,3.0,15,18,1158,965,0.869554,193,0.2,2,27,18,49,19.22,73.1
12.0,3.0,27,34,1253,995,0.904963,258,0.2592964824120603,2,27,18,49,18.65,72.87
12.0,3.0,11,19,975,564,0.643989,411,0.7287234042553191,0,27,18,49,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,19,12,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,19,12,19.25,72.98
4.0,3.0,5,10,7,3,1.0,4,1.3333333333333333,0,27,19,12,19.2183,72.9781
4.0,3.0,14,18,201,157,0.99,44,0.2802547770700637,2,27,19,12,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,19,12,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,19,12,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,19,12,19.18,73.01
20.0,3.0,18,20,245,220,0.865646,25,0.11363636363636363,1,27,19,12,19.045,73.015
19.0,3.0,15,19,1000,789,0.980408,211,0.2674271229404309,2,27,19,12,19.06,72.885
19.0,3.0,24,30,578,462,0.973435,116,0.2510822510822511,2,27,19,12,18.98,73.11
14.0,3.0,5,10,7,3,1.0,4,1.3333333333333333,0,27,19,12,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,19,12,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,19,12,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,19,12,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,19,12,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,19,12,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,19,12,19.22,73.0
16.0,1.0,20,27,3089,2288,0.991501,801,0.3500874125874126,2,27,19,12,19.24,73.13
16.0,3.0,15,19,1158,914,0.846995,244,0.26695842450765866,2,27,19,12,19.22,73.1
12.0,3.0,25,34,1353,995,0.895756,358,0.3597989949748744,2,27,19,12,18.65,72.87
12.0,3.0,13,19,825,564,0.617826,261,0.4627659574468085,2,27,19,12,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,19,27,19.25,73.05
18.0,3.0,17,23,258,190,1.0,68,0.35789473684210527,2,27,19,27,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,19,27,19.2183,72.9781
4.0,3.0,13,18,217,157,0.98,60,0.3821656050955414,2,27,19,27,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,19,27,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,19,27,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,19,27,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,19,27,19.045,73.015
19.0,3.0,15,18,1000,833,0.976964,167,0.20048019207683074,2,27,19,27,19.06,72.885
19.0,3.0,25,31,555,447,0.980749,108,0.24161073825503357,2,27,19,27,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,19,27,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,19,27,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,19,27,19.41,73.18
11.0,3.0,51,60,1326,1127,0.7496,199,0.17657497781721385,2,27,19,27,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,19,27,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,19,27,19.3,73.13
10.0,0.0,23,29,1739,1379,0.996558,360,0.2610587382160986,2,27,19,27,19.22,73.0
16.0,1.0,20,27,3089,2288,0.992161,801,0.3500874125874126,2,27,19,27,19.24,73.13
16.0,3.0,13,19,1336,914,0.863917,422,0.4617067833698031,2,27,19,27,19.22,73.1
12.0,3.0,25,33,1353,1025,0.834742,328,0.32,2,27,19,27,18.65,72.87
12.0,3.0,13,19,825,564,0.702461,261,0.4627659574468085,2,27,19,27,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,19,55,19.25,73.05
18.0,3.0,18,23,243,190,1.0,53,0.2789473684210526,2,27,19,55,19.25,72.98
4.0,3.0,7,10,5,3,1.0,2,0.6666666666666666,0,27,19,55,19.2183,72.9781
4.0,3.0,14,19,201,148,0.99,53,0.3581081081081081,2,27,19,55,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,19,55,19.196,72.96
9.0,1.0,45,53,151,128,1.0,23,0.1796875,2,27,19,55,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,19,55,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,19,55,19.045,73.015
19.0,3.0,13,18,1154,833,0.971111,321,0.38535414165666265,2,27,19,55,19.06,72.885
19.0,3.0,24,30,578,462,0.985227,116,0.2510822510822511,2,27,19,55,18.98,73.11
14.0,3.0,8,11,4,3,1.0,1,0.3333333333333333,2,27,19,55,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,19,55,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,19,55,19.41,73.18
11.0,3.0,52,60,1301,1127,0.717308,174,0.1543921916592724,2,27,19,55,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,19,55,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,19,55,19.3,73.13
10.0,0.0,23,29,1739,1379,1.0,360,0.2610587382160986,2,27,19,55,19.22,73.0
16.0,1.0,21,27,2942,2288,0.985292,654,0.28583916083916083,2,27,19,55,19.24,73.13
16.0,3.0,13,19,1336,914,0.874623,422,0.4617067833698031,2,27,19,55,19.22,73.1
12.0,3.0,27,34,1253,995,0.856747,258,0.2592964824120603,2,27,19,55,18.65,72.87
12.0,3.0,12,19,894,564,0.663103,330,0.5851063829787234,0,27,19,55,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,20,14,19.25,73.05
18.0,3.0,17,23,258,190,1.0,68,0.35789473684210527,2,27,20,14,19.25,72.98
4.0,3.0,7,11,5,3,1.0,2,0.6666666666666666,0,27,20,14,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,20,14,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,20,14,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,20,14,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,20,14,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,20,14,19.045,73.015
19.0,3.0,15,18,1000,833,0.955918,167,0.20048019207683074,2,27,20,14,19.06,72.885
19.0,3.0,23,31,603,447,0.984773,156,0.348993288590604,2,27,20,14,18.98,73.11
14.0,3.0,7,11,5,3,1.0,2,0.6666666666666666,0,27,20,14,19.2183,72.9781
14.0,3.0,11,20,280,154,0.75,126,0.8181818181818182,0,27,20,14,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,20,14,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,20,14,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,20,14,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,20,14,19.3,73.13
10.0,0.0,24,29,1667,1379,0.997291,288,0.2088469905728789,2,27,20,14,19.22,73.0
16.0,1.0,21,27,2942,2288,0.956346,654,0.28583916083916083,2,27,20,14,19.24,73.13
16.0,3.0,13,19,1336,914,0.900387,422,0.4617067833698031,2,27,20,14,19.22,73.1
12.0,3.0,28,33,1208,1025,0.863782,183,0.17853658536585365,2,27,20,14,18.65,72.87
12.0,3.0,14,19,766,564,0.603608,202,0.35815602836879434,2,27,20,14,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,20,27,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,20,27,19.25,72.98
4.0,3.0,8,11,4,3,1.0,1,0.3333333333333333,2,27,20,27,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,20,27,19.076,72.8777
9.0,3.0,15,20,320,240,0.977607,80,0.3333333333333333,2,27,20,27,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,20,27,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,20,27,19.18,73.01
20.0,3.0,16,19,275,232,0.855166,43,0.1853448275862069,2,27,20,27,19.045,73.015
19.0,3.0,16,18,938,833,0.961416,105,0.12605042016806722,1,27,20,27,19.06,72.885
19.0,3.0,25,31,555,447,0.980749,108,0.24161073825503357,2,27,20,27,18.98,73.11
14.0,3.0,8,11,4,3,1.0,1,0.3333333333333333,2,27,20,27,19.2183,72.9781
14.0,3.0,10,19,308,162,0.71,146,0.9012345679012346,0,27,20,27,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,20,27,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,20,27,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,20,27,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,20,27,19.3,73.13
10.0,0.0,21,29,1905,1379,0.992221,526,0.38143582306018853,2,27,20,27,19.22,73.0
16.0,1.0,20,26,3089,2376,0.978174,713,0.30008417508417506,2,27,20,27,19.24,73.13
16.0,3.0,15,18,1158,965,0.895471,193,0.2,2,27,20,27,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,20,27,18.65,72.87
12.0,3.0,12,19,894,564,0.6,330,0.5851063829787234,0,27,20,27,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,20,57,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,20,57,19.25,72.98
4.0,3.0,8,11,4,3,1.0,1,0.3333333333333333,2,27,20,57,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,20,57,19.076,72.8777
9.0,3.0,15,20,320,240,0.989295,80,0.3333333333333333,2,27,20,57,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,20,57,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,20,57,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,20,57,19.045,73.015
19.0,3.0,15,18,1000,833,0.989377,167,0.20048019207683074,2,27,20,57,19.06,72.885
19.0,3.0,25,31,555,447,0.980749,108,0.24161073825503357,2,27,20,57,18.98,73.11
14.0,3.0,8,11,4,3,1.0,1,0.3333333333333333,2,27,20,57,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,20,57,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,20,57,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,20,57,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,20,57,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,20,57,19.3,73.13
10.0,0.0,24,29,1667,1379,0.995542,288,0.2088469905728789,2,27,20,57,19.22,73.0
16.0,1.0,22,27,2808,2288,0.98924,520,0.22727272727272727,2,27,20,57,19.24,73.13
16.0,3.0,12,19,1448,914,0.882937,534,0.5842450765864332,0,27,20,57,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,20,57,18.65,72.87
12.0,3.0,12,19,894,564,0.727165,330,0.5851063829787234,0,27,20,57,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,21,13,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,21,13,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,21,13,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,21,13,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,21,13,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,21,13,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,21,13,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,21,13,19.045,73.015
19.0,3.0,14,18,1072,833,0.980408,239,0.28691476590636256,2,27,21,13,19.06,72.885
19.0,3.0,25,31,555,447,0.984773,108,0.24161073825503357,2,27,21,13,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,21,13,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,21,13,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,21,13,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,21,13,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,21,13,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,21,13,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,21,13,19.22,73.0
16.0,1.0,21,27,2942,2288,0.973371,654,0.28583916083916083,2,27,21,13,19.24,73.13
16.0,3.0,12,20,1448,868,0.841789,580,0.6682027649769585,0,27,21,13,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,21,13,18.65,72.87
12.0,3.0,20,20,536,536,1.0,0,0.0,1,27,21,13,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,21,27,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,21,27,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,21,27,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,21,27,19.076,72.8777
9.0,3.0,14,20,343,240,0.991326,103,0.42916666666666664,2,27,21,27,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,21,27,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,21,27,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,21,27,19.045,73.015
19.0,3.0,15,19,1000,789,0.95125,211,0.2674271229404309,2,27,21,27,19.06,72.885
19.0,3.0,22,31,631,447,0.984773,184,0.4116331096196868,2,27,21,27,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,21,27,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,21,27,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,21,27,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,21,27,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,21,27,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,21,27,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,21,27,19.22,73.0
16.0,1.0,20,27,3089,2288,0.988277,801,0.3500874125874126,2,27,21,27,19.24,73.13
16.0,3.0,13,19,1336,914,0.848425,422,0.4617067833698031,2,27,21,27,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,21,27,18.65,72.87
12.0,3.0,20,20,536,536,1.0,0,0.0,1,27,21,27,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,22,3,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,22,3,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,22,3,19.2183,72.9781
4.0,3.0,16,18,176,157,0.98,19,0.12101910828025478,1,27,22,3,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,22,3,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,22,3,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,22,3,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,22,3,19.045,73.015
19.0,3.0,16,19,938,789,0.971325,149,0.1888466413181242,2,27,22,3,19.06,72.885
19.0,3.0,31,31,447,447,1.0,0,0.0,1,27,22,3,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,22,3,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,22,3,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,22,3,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,22,3,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,22,3,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,22,3,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,22,3,19.22,73.0
16.0,1.0,27,27,2288,2288,1.0,0,0.0,1,27,22,3,19.24,73.13
16.0,3.0,13,19,1336,914,0.86482,422,0.4617067833698031,2,27,22,3,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,22,3,18.65,72.87
12.0,3.0,14,19,766,564,0.580757,202,0.35815602836879434,2,27,22,3,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,22,22,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,22,22,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,22,22,19.2183,72.9781
4.0,3.0,16,18,176,157,0.92553,19,0.12101910828025478,1,27,22,22,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,22,22,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,22,22,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,22,22,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,22,22,19.045,73.015
19.0,3.0,15,18,1000,833,0.942141,167,0.20048019207683074,2,27,22,22,19.06,72.885
19.0,3.0,31,31,447,447,1.0,0,0.0,1,27,22,22,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,22,22,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,22,22,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,22,22,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,22,22,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,22,22,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,22,22,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,22,22,19.22,73.0
16.0,1.0,27,27,2288,2288,1.0,0,0.0,1,27,22,22,19.24,73.13
16.0,3.0,14,19,1241,914,0.838135,327,0.35776805251641136,2,27,22,22,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,22,22,18.65,72.87
12.0,3.0,20,20,536,536,1.0,0,0.0,1,27,22,22,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,22,49,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,22,49,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,22,49,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,22,49,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,22,49,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,22,49,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,22,49,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,22,49,19.045,73.015
19.0,3.0,18,18,833,833,1.0,0,0.0,1,27,22,49,19.06,72.885
19.0,3.0,31,31,447,447,1.0,0,0.0,1,27,22,49,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,22,49,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,22,49,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,22,49,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,22,49,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,22,49,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,22,49,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,22,49,19.22,73.0
16.0,1.0,27,27,2288,2288,1.0,0,0.0,1,27,22,49,19.24,73.13
16.0,3.0,14,19,1241,914,0.863944,327,0.35776805251641136,2,27,22,49,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,22,49,18.65,72.87
12.0,3.0,20,20,536,536,1.0,0,0.0,1,27,22,49,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,23,6,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,23,6,19.25,72.98
4.0,3.0,9,11,4,3,1.0,1,0.3333333333333333,2,27,23,6,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,23,6,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,23,6,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,23,6,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,23,6,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,23,6,19.045,73.015
19.0,3.0,18,18,833,833,1.0,0,0.0,1,27,23,6,19.06,72.885
19.0,3.0,31,31,447,447,1.0,0,0.0,1,27,23,6,18.98,73.11
14.0,3.0,9,11,4,3,1.0,1,0.3333333333333333,2,27,23,6,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,23,6,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,23,6,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,23,6,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,23,6,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,23,6,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,23,6,19.22,73.0
16.0,1.0,27,27,2288,2288,1.0,0,0.0,1,27,23,6,19.24,73.13
16.0,3.0,19,19,914,914,1.0,0,0.0,1,27,23,6,19.22,73.1
12.0,3.0,34,34,995,995,1.0,0,0.0,1,27,23,6,18.65,72.87
12.0,3.0,20,20,536,536,1.0,0,0.0,1,27,23,6,19.42,72.84
18.0,0.0,39,39,918,918,1.0,0,0.0,1,27,23,18,19.25,73.05
18.0,3.0,23,23,190,190,1.0,0,0.0,1,27,23,18,19.25,72.98
4.0,3.0,11,11,3,3,1.0,0,0.0,1,27,23,18,19.2183,72.9781
4.0,3.0,19,19,148,148,1.0,0,0.0,1,27,23,18,19.076,72.8777
9.0,3.0,21,21,228,228,1.0,0,0.0,1,27,23,18,19.196,72.96
9.0,1.0,54,54,126,126,1.0,0,0.0,1,27,23,18,19.05,72.87
20.0,3.0,32,32,1022,1022,1.0,0,0.0,1,27,23,18,19.18,73.01
20.0,3.0,20,20,220,220,1.0,0,0.0,1,27,23,18,19.045,73.015
19.0,3.0,18,18,833,833,1.0,0,0.0,1,27,23,18,19.06,72.885
19.0,3.0,31,31,447,447,1.0,0,0.0,1,27,23,18,18.98,73.11
14.0,3.0,11,11,3,3,1.0,0,0.0,1,27,23,18,19.2183,72.9781
14.0,3.0,20,20,154,154,1.0,0,0.0,1,27,23,18,20.011,73.79
11.0,2.0,29,29,2552,2552,1.0,0,0.0,1,27,23,18,19.41,73.18
11.0,3.0,61,61,1109,1109,1.0,0,0.0,1,27,23,18,19.43,73.48
17.0,0.0,50,50,747,747,1.0,0,0.0,1,27,23,18,19.32,73.1
17.0,4.0,26,26,2320,2320,1.0,0,0.0,1,27,23,18,19.3,73.13
10.0,0.0,29,29,1379,1379,1.0,0,0.0,1,27,23,18,19.22,73.0
